sentence,sentence_image_path,letters_folder_path,font
LOUIS CHEVROLET WAS BORN IN SWITZERLAND.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1089.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1089,C:/Windows/Fonts/segoeuiz.ttf
THIS IS A LIST OF REGIONS OF THE UNITED STATES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1090.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1090,C:/Windows/Fonts/malgunsl.ttf
WINDSOR IS A TOWN IN BERKSHIRE ENGLAND.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1091.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1091,C:/Windows/Fonts/ariali.ttf
LIKE THESE EXAMPLES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1092.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1092,C:/Windows/Fonts/taile.ttf
MASSENA IS A CITY OF IOWA IN THE UNITED STATES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1093.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1093,C:/Windows/Fonts/malgun.ttf
STATIONS OF THE HAMMERSMITH CITY LINE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1094.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1094,C:/Windows/Fonts/l_10646.ttf
SOON HUNDREDS MORE ALL OVER THE COUNTRY WERE HELD.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1095.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1095,C:/Windows/Fonts/segoeuil.ttf
MORE THAN ONE HIPPOPOTAMUS ARE CALLED HIPPOPOTAMUSES HIPPOPOTAMI OR HIPPOS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1096.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1096,C:/Windows/Fonts/lvnmbd.ttf
TEXTSTYLE OPTIONAL CSS VALUES USED BY THE TEXT CELL.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1097.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1097,C:/Windows/Fonts/gisha.ttf
WHITE CHOCOLATE IS A TYPE OF CHOCOLATE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1098.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1098,C:/Windows/Fonts/trebucit.ttf
THE QUENA IS ALSO RELATIVELY COMMON IN WORLD MUSIC.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1099.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1099,C:/Windows/Fonts/mmrtext.ttf
ITS BIRTHSTONE IS THE PEARL.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1100.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1100,C:/Windows/Fonts/seguibl.ttf
MOST IMPORTANT AMONG THEM ARE NAROPA AND MAITRIPA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1101.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1101,C:/Windows/Fonts/lvnmbd.ttf
BASEBALL CAPS HAVE CHANGED VERY LITTLE IN RECENT DECADES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1102.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1102,C:/Windows/Fonts/seguiemj.ttf
PARAMOUNT PARKS WAS AN OPERATOR OF THEME PARKS AND ATTRACTIONS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1103.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1103,C:/Windows/Fonts/segoeui.ttf
CONDUCTOR ATSO ALMILA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1104.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1104,C:/Windows/Fonts/l_10646.ttf
DAVIES GREW UP IN LANCASHIRE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1105.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1105,C:/Windows/Fonts/seguiemj.ttf
CLAY COUNTY IS A COUNTY IN FLORIDA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1106.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1106,C:/Windows/Fonts/segoeui.ttf
IT WAS DONE BY THE SPACE SHUTTLE COLUMBIA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1107.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1107,C:/Windows/Fonts/trebucit.ttf
OSGOODE HALL LAW SCHOOL IS LOCATED IN TORONTO ONTARIO CANADA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1108.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1108,C:/Windows/Fonts/ariali.ttf
THE REGION HAS A VERY LOW POPULATION DENSITY.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1109.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1109,C:/Windows/Fonts/gadugi.ttf
THE MAIN CENTER IS THE VILLAGE OF BARNEVELD.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1110.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1110,C:/Windows/Fonts/ariali.ttf
LOCKPORT IS A CITY OF ILLINOIS IN THE UNITED STATES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1111.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1111,C:/Windows/Fonts/lvnmbd.ttf
SMAP IS A JAPANESE BOY BAND.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1112.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1112,C:/Windows/Fonts/segoeuisl.ttf
IT IS ON THE PELOPONNESE PENINSULA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1113.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1113,C:/Windows/Fonts/consolaz.ttf
HENDAY VOLUNTEERED TO UNDERTAKE AN EXPEDITION INTO THIS TERRITORY.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1114.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1114,C:/Windows/Fonts/arialbi.ttf
DIFFERENT COUNTRIES HAVE DIFFERENT MINIMUM WAGES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1115.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1115,C:/Windows/Fonts/segoeui.ttf
APPLE JUICE CAN BE USED TO MAKE CIDER AND CALVADOS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1116.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1116,C:/Windows/Fonts/trebucit.ttf
TODAY THE MUSIC DIRECTOR IS JAMES LEVINE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1117.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1117,C:/Windows/Fonts/seguiemj.ttf
PIERLAS IS A COMMUNE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1118.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1118,C:/Windows/Fonts/taile.ttf
UNSATURATED FAT IS A KIND OF FAT.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1119.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1119,C:/Windows/Fonts/trebucit.ttf
ORESTES WAS THEN PURSUED BY THE ERINYES FOR HIS CRIME.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1120.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1120,C:/Windows/Fonts/ntailu.ttf
WELLKNOWN PELYCOSAURS INCLUDE THE GENERA DIMETRODON SPHENACODON EDAPHOSAURUS AND OPHIACODON.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1121.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1121,C:/Windows/Fonts/ahronbd.ttf
RAW AND SMACKDOWN.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1122.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1122,C:/Windows/Fonts/seguisb.ttf
MOORSLEDE COMPRISES THE TOWNS OF DADIZELE AND MOORSLEDE ITSELF.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1123.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1123,C:/Windows/Fonts/malgun.ttf
USE THE UPPER LEFT HAND CORNER AS THE ORIGIN.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1124.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1124,C:/Windows/Fonts/segoeuil.ttf
MIDDLETOWN IS A CITY OF CONNECTICUT IN THE UNITED STATES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1125.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1125,C:/Windows/Fonts/verdanab.ttf
MARTHA AND WASHINGTON HAD NO CHILDREN TOGETHER.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1126.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1126,C:/Windows/Fonts/l_10646.ttf
CRUITHNE IS IN A NORMAL ELLIPTIC ORBIT AROUND THE SUN.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1127.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1127,C:/Windows/Fonts/segoeuiz.ttf
THIS MAKES IT ACCEPTABLE TO MANY ARIANS AND UNITARIANS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1128.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1128,C:/Windows/Fonts/seguiemj.ttf
GISELA DULKO FLAVIA PENNETTA DEF.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1129.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1129,C:/Windows/Fonts/trebucit.ttf
CONSERVATIVE JUDAISM DEVELOPED AFTER REFORM JUDAISM.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1130.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1130,C:/Windows/Fonts/gadugi.ttf
IN PERSIAN IT IS CALLED HEL.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1131.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1131,C:/Windows/Fonts/segoeui.ttf
MONTEREY IS A CITY OF KENTUCKY IN THE UNITED STATES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1132.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1132,C:/Windows/Fonts/gadugi.ttf
ITS TINY RANGE IS THREATENED BY HABITAT LOSS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1133.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1133,C:/Windows/Fonts/seguiemj.ttf
WHEN HE PLAYS IVANCHUK RARELY LOOKS AT THE BOARD.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1134.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1134,C:/Windows/Fonts/seguihis.ttf
BOTH MOTHER AND FATHER WERE PURITANS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1135.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1135,C:/Windows/Fonts/segoeuiz.ttf
FAMOUS AFROASIAN BRITONS INCLUDE NAOMI CAMPBELL DAVID JORDAN.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1136.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1136,C:/Windows/Fonts/consola.ttf
HE PLAYS FOR JEF UNITED ICHIHARA CHIBA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1137.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1137,C:/Windows/Fonts/malgun.ttf
HAILEYVILLE IS A CITY OF OKLAHOMA IN THE UNITED STATES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1138.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1138,C:/Windows/Fonts/arial.ttf
RELIGIOUS LAW IS LAW BASED ON RELIGIOUS BELIEFS OR BOOKS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1139.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1139,C:/Windows/Fonts/taile.ttf
KNOX AND SOLLECITO WERE ALSO PUT ON TRIAL.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1140.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1140,C:/Windows/Fonts/seguihis.ttf
THURSDAY NOON RRB.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1141.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1141,C:/Windows/Fonts/gadugi.ttf
TIME ZONES ARE ASSUMED TO BE LOCAL TO THE EVENT.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1142.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1142,C:/Windows/Fonts/segoeuiz.ttf
RIGAUD ALPESMARITIMES IS A COMMUNE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1143.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1143,C:/Windows/Fonts/ntailu.ttf
THE MOST FRUITFUL INSTANCES OF THIS ENGAGEMENT WERE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1144.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1144,C:/Windows/Fonts/consolab.ttf
HE IS THE OLDEST OF NINE CHILDREN.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1145.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1145,C:/Windows/Fonts/lvnmbd.ttf
HE PLAYS FOR URAWA RED DIAMONDS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1146.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1146,C:/Windows/Fonts/couri.ttf
THE NATIONALITY OF EAGLE PENSKE SHADOW AND WOLF IS DISPUTED.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1147.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1147,C:/Windows/Fonts/consolai.ttf
INSTEAD MARTIN DECIDED ON A DOUBLEASIDEDDISC.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1148.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1148,C:/Windows/Fonts/trebucit.ttf
MANY OBSERVERS BELIEVE THE GROUP IS LINKED TO ALQAEDA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1149.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1149,C:/Windows/Fonts/consola.ttf
USER LRB TALK RRB.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1150.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1150,C:/Windows/Fonts/segoeui.ttf
TOKYO VERDY IS A FOOTBALL CLUB WHICH PLAYS IN JAPAN.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1151.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1151,C:/Windows/Fonts/ariali.ttf
BRITISH COMMANDOS ARE ROYAL MARINES COMMANDOS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1152.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1152,C:/Windows/Fonts/palab.ttf
ANTHONY ROLFE JOHNSON WAS BORN IN TACKLEY IN OXFORDSHIRE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1153.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1153,C:/Windows/Fonts/seguihis.ttf
ALL NINE CAST MEMBERS WERE CHOSEN BEFORE FILMING BEGAN.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1154.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1154,C:/Windows/Fonts/consolab.ttf
THE PLAYERS RAN IN ONE DIRECTION.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1155.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1155,C:/Windows/Fonts/lvnmbd.ttf
NESO IS NAMED AFTER ONE OF THE NEREIDS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1156.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1156,C:/Windows/Fonts/trebucit.ttf
SALAVRE IS A COMMUNE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1157.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1157,C:/Windows/Fonts/l_10646.ttf
BROCCOLI IS A PLANT BRASSICA OLERACEA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1158.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1158,C:/Windows/Fonts/seguibl.ttf
COBURG IS A CITY OF IOWA IN THE UNITED STATES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1159.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1159,C:/Windows/Fonts/consolaz.ttf
THE WESTS LATER HAD TWO DAUGHTERS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1160.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1160,C:/Windows/Fonts/ntailu.ttf
LILIALES IS AN ORDER OF FLOWERING PLANTS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1161.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1161,C:/Windows/Fonts/segoeuil.ttf
RAINSVILLE IS A CITY IN DEKALB COUNTY ALABAMA UNITED STATES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1162.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1162,C:/Windows/Fonts/consola.ttf
NORTHERN BLUEFIN TUNA ARE THE LARGEST KIND OF TUNA FISH.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1163.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1163,C:/Windows/Fonts/seguisb.ttf
THIS IS CALLED PERFORMANCE ART.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1164.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1164,C:/Windows/Fonts/seguisb.ttf
SIMINICEA IS A COMMUNE FOUND IN SUCEAVA COUNTY ROMANIA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1165.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1165,C:/Windows/Fonts/mmrtext.ttf
FOVU BAHAM IS A FOOTBALL CLUB WHICH PLAYS IN CAMEROON.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1166.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1166,C:/Windows/Fonts/seguihis.ttf
THROUGH HEALING CELLS ARE ABLE TO REPAIR DAMAGED TISSUE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1167.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1167,C:/Windows/Fonts/gadugi.ttf
BLIMPS ARE NOW USED MOSTLY FOR ADVERTISING.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1168.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1168,C:/Windows/Fonts/couri.ttf
HE PLAYED IN THE NHL FOR THE ST LOUIS BLUES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1169.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1169,C:/Windows/Fonts/phagspa.ttf
PLESIOSAURS BECAME COMMON AT THIS TIME.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1170.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1170,C:/Windows/Fonts/seguihis.ttf
BROOKSVILLE IS A CITY OF FLORIDA IN THE UNITED STATES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1171.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1171,C:/Windows/Fonts/ntailu.ttf
SOME EPISODES HAVE ALSO INCLUDED AT LEAST ONE CELEBRITY.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1172.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1172,C:/Windows/Fonts/malgunsl.ttf
RUSKIE IS A VILLAGE IN SCOTLAND.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1173.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1173,C:/Windows/Fonts/lvnmbd.ttf
MIAMISBURG IS A CITY IN MONTGOMERY COUNTY OHIO UNITED STATES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1174.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1174,C:/Windows/Fonts/seguisb.ttf
BUT EVEN THAT WO NT COME WITHOUT A FIGHT.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1175.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1175,C:/Windows/Fonts/ahronbd.ttf
A CATCHER IS A POSITION IN BASEBALL.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1176.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1176,C:/Windows/Fonts/segoeuiz.ttf
GLAMORGAN WAS A MEDIEVAL KINGDOM.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1177.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1177,C:/Windows/Fonts/l_10646.ttf
OTHER TREATMENTS USED INCLUDE NEXAVAR TORISEL SUTENT INTERFERON AND BEVACIZUMAB.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1178.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1178,C:/Windows/Fonts/segoeuiz.ttf
GORBIO IS A COMMUNE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1179.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1179,C:/Windows/Fonts/l_10646.ttf
IT WAS DEDICATED TO SAINT ANDREW.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1180.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1180,C:/Windows/Fonts/seguihis.ttf
THESE ADDITIONS MAY BE NEW AND UNTESTED.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1181.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1181,C:/Windows/Fonts/seguisym.ttf
FLEURY AISNE IS A COMMUNE.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1182.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1182,C:/Windows/Fonts/trebucit.ttf
SCALE MODELS ARE MADE OR COLLECTED FOR MANY REASONS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1183.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1183,C:/Windows/Fonts/taile.ttf
FINEGOLD HAD AN AUDIO RECORDER RUNNING.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1184.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1184,C:/Windows/Fonts/phagspa.ttf
SOMETIMES LRB OR OFTEN RRB.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1185.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1185,C:/Windows/Fonts/seguisym.ttf
MYOMIMUS IS A GENUS OF RODENT IN THE GLIRIDAE FAMILY.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1186.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1186,C:/Windows/Fonts/seguisym.ttf
IT IS NAMED AFTER THE AUSTRIAN PHYSICIST ERNST MACH.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1187.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1187,C:/Windows/Fonts/consola.ttf
THE AFONSO PENA INTERNATIONAL AIRPORT IS A BRAZILIAN AIRPORT.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1188.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1188,C:/Windows/Fonts/seguibl.ttf
NOT ALL TYPES OF ELECTROMAGNETIC RADIATION ARE CARCINOGENIC.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1189.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1189,C:/Windows/Fonts/lucon.ttf
ARBAETE WAS LATER DROPPED AND THE NAME WAS MADE ASMARA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1190.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1190,C:/Windows/Fonts/seguisb.ttf
PREY INCLUDES A WIDE VARIETY OF MAMMALS AND BIRDS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1191.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1191,C:/Windows/Fonts/arial.ttf
MUNFORDVILLE IS A CITY OF KENTUCKY IN THE UNITED STATES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1192.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1192,C:/Windows/Fonts/verdanab.ttf
MANY REMAIN DORMANT DURING DRY TIMES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1193.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1193,C:/Windows/Fonts/verdanab.ttf
HUGHES WANTED TO GO TO UNIVERSITY IN THE US.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1194.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1194,C:/Windows/Fonts/lvnmbd.ttf
THERE ARE MORE THAN THREE HUNDRED LINUX DISTRIBUTIONS.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1195.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1195,C:/Windows/Fonts/ahronbd.ttf
MATILDA IS A NOVEL BY ROALD DAHL.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1196.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1196,C:/Windows/Fonts/consolai.ttf
NUIQSUT IS A CITY IN ALASKA.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1197.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1197,C:/Windows/Fonts/segoeuiz.ttf
CHILLICOTHE IS A CITY OF ILLINOIS IN THE UNITED STATES.,Stage_1_Segmentation_Module/data/senteces_data/sentences_images//sentence_1198.png,Stage_1_Segmentation_Module/data/senteces_data/letters_images/sentence_1198,C:/Windows/Fonts/phagspa.ttf
